,hs_name,hs_ceeb,ccd_name,ccd_nces,score
1158,river stone community school,130060,,,
1159,mercer county high school,140008,Mercer County High School,170139500018,100.0
1160,university high sch of sci-eng,070326,University High School of Science and Engineering,090192001381,73.0
1161,lewis school,311261,,,
1162,veritas christian academy,341341,,,
1163,oakbrook preparatory school,411849,,,
1164,goal academy,996111,,,
1165,john f kennedy catholic hs,262073,,,
1166,new mexico military institute,320545,,,
1167,emmett conrad high school,441854,EMMETT J CONRAD H S,481623010560,77.0
1168,charleston math-sci charter,410418,,,
1169,instituto health sci career ac,140884,,,
1170,heritage high school,442488,HERITAGE H S,482001012192,75.0
1171,saint johns school,525202,,,
1172,midland classical academy,444739,,,
1173,monroe catholic jr-sr hs,020037,,,
1174,john paul steven high school,446215,,,
1175,mountain view high school,111800,Mountain View High School,130255003916,100.0
1176,world language academy hs,141142,,,
1177,williamsburg preparatory hs,330697,WILLIAMSBURG PREPARATORY SCHOOL,360011905704,90.0
1178,imagine intl academy north tx,444628,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,480142912752,79.0
1179,fusion academy - morristown,310836,,,
1180,newark charter high school,080126,Newark Charter School,100001500112,89.0
1181,shadow ridge high school,030662,Shadow Ridge High School,040269002971,100.0
1182,"pathways in education, ashburn",,Pathways in Education Ashburn,170993006604,98.0
1183,frontier high school,054058,Frontier High,061954011601,79.0
1184,west academy,442574,,,
1185,yes prep public schs-east end,443303,YES PREP - EAST END,480020911415,75.0
1186,william s hart union h s dist,052121,,,
1187,achievement house charter sch,390481,,,
1188,capital prep magnet school,070284,Capital Preparatory Magnet School,090192001435,88.0
1189,summit high school,433182,Summit High School,470453002275,100.0
1190,country day sch sacred heart,393220,,,
1191,mercy high school,281719,,,
1192,colorado heritage edu sch sys,,,,
1193,tennessee governors academy,431103,,,
1194,eden christian academy,393631,,,
1195,cypress ranch high school,441689,CYPRESS RANCH H S,481611011253,81.0
1196,dallas international school,441712,,,
1197,cornerstone christian hs,446105,,,
1198,saint albert central high sch,160997,,,
1199,william b travis high school,445848,WILLIAM B TRAVIS H S,481965010669,83.0
1200,woodburn academy art sci tech,381280,Woodburn Academy of Art Science and Technology,411353001713,77.0
1201,colorado early coll ft collins,060612,COLORADO EARLY COLLEGE FORT COLLINS,080002006542,92.0
1202,hialaeh gardens high school,102183,HIALEAH GARDENS SENIOR HIGH SCHOOL,120039006229,85.0
1203,saint augustine academy,370476,,,
1204,stuart hall,472170,,,
1205,atlanta jewish academy,110264,,,
1206,citrus hill high school,053978,Citrus Hill High,069113511047,82.0
1207,delta vision home & comm prgm,060361,,,
1208,w g enloe high school,343211,Central Wake High School,370040603403,71.0
1209,early college at carver,110263,Early College High School at Carver,130012003540,79.0
1210,regis high school,333905,,,
1211,corbett canyon academy,,,,
1212,escuela americana de el salvd,846400,,,
1213,western sierra collegiate acad,054379,Western Sierra Collegiate Academy,060247312390,95.0
1214,afnorth international sch dod,575505,,,
1215,university preparatory school,054101,University Preparatory,063697211114,86.0
1216,estrella mountain high school,030191,,,
1217,colorado preparatory academy,061458,COLORADO PREPARATORY ACADEMY HIGH SCHOOL,080028206600,82.0
1218,auburn mountainview hs,480044,Auburn Mountainview High School,530030002978,83.0
1219,mansfield lake ridge high scho,444457,MANSFIELD LAKE RIDGE H S,482892011441,89.0
1220,saint joseph high school,501007,,,
1221,saint agnes academy,431465,,,
1222,florida southwest collegiate,102341,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,120108007882,79.0
1223,maimonides school,220305,,,
1224,river bluff high school,411292,River Bluff High,450270001626,82.0
1225,performing arts sch of phila,393426,,,
1226,colorado river collegiate acad,440463,COLORADO RIVER COLLEGIATE ACADEMY,480957013111,95.0
1227,benton county christian school,042162,,,
1228,baumholder american hs dod,576060,,,
1229,pennsbury hs-west campus,391363,,,
1230,christbridge academy,052412,,,
1231,peter gruber intrntl academy,550322,,,
1232,noble st chart-pritzker prep,141239,Noble St Chtr-Pritzker Col Prep,170993006452,88.0
1233,el capitan high school,054697,El Capitan High,062466013098,81.0
1234,john e dwyer technology acad,310339,John E. Dwyer Technology Academy,340459003071,93.0
1235,columbia independent school,260722,,,
1236,saint marys academy of los ang,051780,,,
1237,patrick f taylor sci & tec,191161,Patrick F. Taylor Science & Technology Academy,220084001667,72.0
1238,cal coast academy,053836,,,
1239,lawrence virtual high school,171692,Lawrence Virtual School,200840001776,90.0
1240,trinity classical academy,054284,,,
1241,colegio prtrrqn de ninas,545840,,,
1242,aerospace/hydrospace eps hs,070072,,,
1243,sturgis charter public west,221091,Sturgis Charter Public School,250005801272,86.0
1244,usaf academy prep school,060297,AIR ACADEMY HIGH SCHOOL,080192000002,72.0
1245,concord high school,051567,,,
1246,whitewater high school,111279,Whitewater High School,130213002877,100.0
1247,centennial high school,320383,CENTENNIAL HIGH SCHOOL,350150001090,100.0
1248,south bay faith academy,052592,,,
1249,monsignor donovan high school,311463,,,
1250,faith christian academy,394462,,,
1251,south fort myers high school,100609,SOUTH FORT MYERS HIGH SCHOOL,120108003952,100.0
1252,the brooklyn latin school,330836,BROOKLYN LATIN SCHOOL (THE),360011905929,81.0
1253,academy of the sacred heart,230353,,,
1254,north sound christian sr hs,480653,,,
1255,providence classical school,446684,,,
1256,south warren high school,180291,Warren East High School,210573001354,77.0
1257,bethlehem high school,180120,,,
1258,alverno high school,053378,,,
1259,garden street academy,054006,,,
1260,gifft hill school,550078,,,
1261,valley christian school,502036,,,
1262,thomas sumter academy,410623,,,
1263,gateway to college,393252,,,
1264,biotechnology high school,310904,Biotechnology High School,341750006121,100.0
1265,american school,540791,,,
1266,briarcrest christian school,431391,,,
1267,terra academy,450600,Terra Academy,490017901476,100.0
1268,sachem high school east,331884,SACHEM HIGH SCHOOL EAST,362535005740,100.0
1269,yulee high school,102060,YULEE HIGH SCHOOL,120135004995,100.0
1270,renaissance arts academy,051763,,,
1271,redlands adult school,053982,,,
1272,iachieve virtual academy,110931,Forsyth Virtual Academy,130222003995,72.0
1273,academy of environmental sci,100241,ACADEMY OF ENVIRONMENTAL SCIENCE,120027004326,93.0
1274,new america school,060903,,,
1275,opportunities for learning,,,,
1276,carmel christian school,472008,,,
1277,william j brennan high school,446239,,,
1278,skyridge high school,450001,Skyridge High School,490003001486,100.0
1279,vista private school,450178,,,
1280,hebron christian academy,111808,,,
1281,academy of the pacific,120037,,,
1282,new directions alternative edu,471342,,,
1283,kings christian jr sr hs,310828,,,
1284,horizon christian academy,052886,,,
1285,augustus f hawkins sh,054632,,,
1286,guerin college prep hs,143653,,,
1287,early college high school @mc,445046,,,
1288,idaho fine arts academy,130181,IDAHO FINE ARTS ACADEMY,160210001071,100.0
1289,henrietta lacks hlth biosci hs,481494,Henrietta Lacks Health and Bioscience High School,530270003463,76.0
1290,pathways future center school,061364,PATHWAYS FUTURE CENTER,080690006550,86.0
1291,albany adult school,050030,,,
1292,rocky mountain academy,060458,,,
1293,marysville getchell ace hs,480678,Marysville Getchell High School,530486003607,77.0
1294,new haven academy,070281,,,
1295,southwest career and tech acad,290213,Southwest Career and Technical Academy,320006000780,88.0
1296,alexander hamilton prep acad,310337,,,
1297,williams field high school,030619,,,
1298,northside excel academy,446190,,,
1299,two roads charter high school,060049,,,
1300,regina high school,162158,Iowa City High School,191470000892,72.0
1301,kapaun mount carmel hs,173190,,,
1302,wausau egl academy,502416,,,
1303,del lago academy,054746,,,
1304,bahrain school dod,563100,,,
1305,saint augustine academy,053654,,,
1306,rabat american school,625175,,,
1307,soundview preparatory school,334221,,,
1308,school of science and tech,446263,SCHOOL OF SCIENCE AND TECHNOLOGY,480025810423,90.0
1309,stapleton high school- dsst,,DSST: STAPLETON HIGH SCHOOL,080336001833,78.0
1310,urban prep young men-englewood,141006,,,
1311,donelson christian academy,431657,,,
1312,christian academy myrtle beach,411473,,,
1313,mesabi east senior high school,240250,,,
1314,christian life center hs,143698,,,
1315,cabrillo high school,050424,Cabrillo High,062250005870,79.0
1316,spanish fort high school,012518,Spanish Fort High School,010027002073,100.0
1317,free world u,290039,,,
1318,ashley ridge high school,411894,Ashley Ridge High,450201001508,83.0
1319,alta vista alternative hs,054462,Alta Vista Alternative High,060141412435,92.0
1320,tec connections academy,220668,,,
1321,riverside high school,470064,RIVERSIDE HIGH,510225003001,80.0
1322,florida virtual sch full time,102414,FLORIDA VIRTUAL SCHOOL FLEX 6-8,120000204145,77.0
1323,opportunities for learning,051546,,,
1324,the ask academy,320356,THE ASK ACADEMY,350012601070,100.0
1325,flint hill christian school,,,,
1326,baccalaureate sch global educ,332903,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,360010205735,83.0
1327,fishers island school,331905,FISHERS ISLAND SCHOOL,361110000884,100.0
1328,city college acad of the arts,332929,CITY COLLEGE ACADEMY OF THE ARTS,360008305784,95.0
1329,american canyon high school,054406,American Canyon High,062664012535,85.0
1330,somerset academy canyons hs,102500,SOMERSET ACADEMY CANYONS HIGH SCHOOL,120150008231,86.0
1331,father duenas memorial school,525080,,,
1332,ischool high,444159,,,
1333,camden catholic high school,310185,,,
1334,harbor high school,330636,,,
1335,casco bay high school,200804,Casco Bay High School,230993000603,100.0
1336,jennings experiential hs,242273,,,
1337,betty h fairfax high school,030133,Betty Fairfax High School,040633002854,96.0
1338,alternative family education,053951,Alternative Family Education,063560007437,100.0
1339,queen of heaven academy,442487,,,
1340,vanguard classical school,060092,VANGUARD CLASSICAL SCHOOL - EAST,080234006611,88.0
1341,sci academy,192142,Abramson Sci Academy,220023702068,71.0
1342,mast at fiu biscayne bay cmps,102607,,,
1343,northwestern preparatory sch,053264,,,
1344,new england academy,220129,,,
1345,essex street academy,333693,ESSEX STREET ACADEMY,360007705623,100.0
1346,american school belo horizonte,910040,,,
1347,coast high school,051684,Coast High,061806008856,74.0
1348,oceanside collegiate academy,410001,Oceanside Collegiate Academy,450390901663,100.0
1349,brussels american hs dod,574010,,,
1350,willow bend academy,445574,,,
1351,mercy high school,052975,,,
1352,holy name central catholic h s,222500,,,
1353,a beka acad video homeschooler,101388,,,
1354,welby new technology,060478,,,
1355,community christian school,061073,,,
1356,john f kennedy high school,365330,,,
1357,commonwealth school,220222,,,
1358,carl wunsche senior high schoo,446689,CARL WUNSCHE SR H S,484122011277,78.0
1359,summit high school,050897,Summit High,061392011099,76.0
1360,maranatha christian schools,054056,,,
1361,quarry lane school,050903,,,
1362,el dorado adventist school,052482,,,
1363,colegio marista,540795,,,
1364,treasure coast high school,100646,TREASURE COAST HIGH SCHOOL,120177004148,100.0
1365,richard milburn academy,445202,,,
1366,trinity school,334090,,,
1367,american intl school of utah,450223,American International School of Utah,490017201457,86.0
1368,brooks debartolo collegiate,102123,BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL,120087006987,82.0
1369,moreno valley online academy,054703,Moreno Valley Online Academy,062580013683,100.0
1370,grulla high school,445869,,,
1371,nebraska christian school,280443,,,
1372,connections academy capistrano,054092,,,
1373,ps 1 urban lrng communities,060442,,,
1374,acad for cul vis tele & power,310451,,,
1375,schilling sch gifted children,361114,,,
1376,edison collegiate high school,102092,,,
1377,washtenaw international hs,233823,,,
1378,world class academy,481437,,,
1379,conrad schools of science,080228,Conrad Schools of Science,100130000270,100.0
1380,mead high school,,SKYLINE HIGH SCHOOL,080537001284,74.0
1381,scotus central catholic h s,280520,,,
1382,monte vista high school,050756,Monte Vista High,062724008919,82.0
1383,meridian school,450319,,,
1384,gateway academy,431723,,,
1385,washington virtual academies,480311,,,
1386,km global,502351,KM Global Sch,550351002876,82.0
1387,grand river preparatory hs,231689,Grand River Preparatory High  School,260109507913,84.0
1388,cupeyville school,544460,,,
1389,glendale prep academy,030697,,,
1390,tahquitz high school,054214,Tahquitz High,061692012024,79.0
1391,jenison international academy,232154,Jenison International Academy,261983008230,100.0
1392,ava victory academy,260123,,,
1393,san tan foothills high school,030623,,,
1394,great path ac @ manchester cc,070372,,,
1395,texas acad of biomedical sci,442492,TEXAS ACADEMY OF BIOMEDICAL,481970012338,87.0
1396,robinson school,546040,,,
1397,vr eaton high school,442611,V R EATON H S,483318013139,73.0
1398,saint andrew's priory school,120100,,,
1399,christian academy of wny,332879,,,
1400,christian heritage school,061308,,,
1401,detroit lakes high school,,DETROIT LAKES SENIOR HIGH,271023000442,72.0
1402,colegio san jose,544440,,,
1403,indian springs high school,051627,,,
1404,arabia mountain high school,111868,,,
1405,seton catholic college prep hs,481471,,,
1406,maryvale preparatory school,210300,,,
1407,marysville arts & tech hs,480684,,,
1408,santiam crossing,381064,,,
1409,advanced virtual academy,443619,,,
1410,northridge academy high school,053879,Northridge Academy High,062271010862,87.0
1411,mount olympus prep school,450432,,,
1412,dikaios christian academy,052597,,,
1413,collinsville christian academy,141467,,,
1414,marburn academy,361557,,,
1415,sunrise academy,450137,,,
1416,redwood christian jr-sr hs,050499,,,
1417,great hearts monte vista north,446284,GREAT HEARTS MONTE VISTA NORTH,480144113102,100.0
1418,timberlake christian school,470856,,,
1419,rocky hill school,400043,,,
1420,renaissance high school,130398,RENAISSANCE HIGH SCHOOL,160210001000,100.0
1421,colegio marista,543083,,,
1422,brooklyn theatre arts high sch,330952,BROOKLYN THEATRE ARTS HIGH SCHOOL,360009605966,95.0
1423,aviano american hs dod,577099,,,
1424,institute collaborative educ,333834,INSTITUTE FOR COLLABORATIVE EDUCATION,360007701720,86.0
1425,alcovy high school,110897,Alcovy High School,130393003436,100.0
1426,regina luminis academy,391034,,,
1427,pikes peak early college,060006,,,
1428,cuyahoga valley christian acad,361771,,,
1429,carmel christian school,342527,,,
1430,empire high school,030601,Empire High School,040885002552,100.0
1431,winfree academy - richardson,444151,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),480020208505,76.0
1432,saint james school,011904,,,
1433,hampton preparatory school,441857,,,
1434,monterey trail high school,050902,Monterey Trail High,061233011061,84.0
1435,george c marshall school dod,564040,,,
1436,southwest christian high sch,240266,,,
1437,colegio rosa-bell,542111,,,
1438,saint francis cntrl coast cath,053716,,,
1439,ridgecrest academy,,,,
1440,daniel j gross catholic hs,281712,,,
1441,texas virtual academy,444154,,,
1442,veterans high school,111742,Veterans High School,130288003969,100.0
1443,opportunities for learning,,,,
1444,tanque verde high school,030600,Tanque Verde High School,040828002550,100.0
1445,southern colorado early coll,,,,
1446,hmong american peace academy,501415,HAPA-Hmong American Peace Academy K3-12,550960002979,84.0
1447,international sch of beaverton,380049,,,
1448,education & career dev div,980061,,,
1449,basis oro valley,030615,BASIS Oro Valley,040081803197,100.0
1450,american school of guatemala,854200,,,
1451,brady exploration,060901,BRADY EXPLORATION SCHOOL,080480001907,83.0
1452,brooklyn acdmy global finance,331078,BROOKLYN ACADEMY OF GLOBAL FINANCE (THE),360009406122,84.0
1453,ideas academy,502103,,,
1454,barbara ingram school for arts,210609,Barbara Ingram School for the Arts,240066001674,94.0
1455,santa rosa academy high,054106,Santa Rosa Academy,060210111023,88.0
1456,miller school,471440,,,
1457,seton home study school,470902,,,
1458,trinidad garza early coll,441849,TRINIDAD GARZA EARLY COLLEGE AT MT VIEW,481623011197,78.0
1459,rock solid high school,060939,,,
1460,mountain view virtual,060727,,,
1461,jemicy school-towson campus,210069,,,
1462,haysville alternative hs,171305,,,
1463,coney island prep high school,331151,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,360100406101,72.0
1464,truckee meadows cmty coll hs,290157,,,
1465,western center academy,054764,Western Center Academy,061692012464,100.0
1466,yes prep public sch-northside,443665,YES PREP - NORTHSIDE,480020912692,78.0
1467,st martin de porres high sch,144319,,,
1468,ernest mcbride senior high sch,054725,Ernest S. McBride Sr. High,062250013105,79.0
1469,alpha omega academy,163779,,,
1470,university hs-tolleson,,,,
1471,east hamilton middle-high sch,430044,,,
1472,colegio sagrado corazon jesus,543920,,,
1473,saint francis high school,330230,,,
1474,judson early college academy,444209,,,
1475,renuevo leadership academy,054788,,,
1476,red bluff high school,052575,Red Bluff High,063201004923,80.0
1477,davenport school,300292,,,
1478,vista grande high school,030081,Vista Grande High School,040174002909,100.0
1479,douglas county west cmty hs,282396,DOUGLAS CO WEST ELEMENTARY SCH,310016501790,74.0
1480,brooks academy of science/engi,444919,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,480026811128,82.0
1481,capistrano unified adult sch,053111,,,
1482,academy advancement sci & tech,310449,,,
1483,palmetto academy,410413,,,
1484,new mexico virtual academy,320245,NEW MEXICO VIRTUAL ACADEMY,350099001080,100.0
1485,west creek high school,430357,West Creek High,470303002153,81.0
1486,leman manhattan prep school,333522,,,
1487,sacramento acad & voca acad,054188,,,
1488,haynes academy for advanced,191793,Haynes Academy School for Advanced Studies,220084000617,78.0
1489,premier high school - n austin,440372,,,
1490,lakewood high school-cat,101515,LAKEWOOD HIGH SCHOOL,120156001633,91.0
1491,veterans memorial high school,441516,VETERANS MEMORIAL H S,481527013128,84.0
1492,university heights academy,181211,,,
1493,academy of arts and academics,381114,,,
1494,dr benjamin carson hs sci med,230913,,,
1495,blessed hope academy,446123,,,
1496,urban assembly media high sch,333997,,,
1497,academy at sisters the,381097,,,
1498,akron stem high school,365284,Akron STEM High School,390434805731,100.0
1499,caribbean school,543872,,,
1500,maple mountain high school,450423,Maple Mountain High,490063001159,84.0
1501,saint clement high school,222365,,,
1502,noah webster center,111994,,,
1503,summit academy high school,450066,Summit Academy High School,490014801396,100.0
1504,four rivers charter public sch,220921,Four Rivers Charter Public School,250007602086,95.0
1505,richland collegiate hs,441848,,,
1506,spangdahlem hs dod,576100,,,
1507,forman school,070350,,,
1508,solomon christian school,480345,,,
1509,st mary academy - bay view,400215,,,
1510,jefferson chamber foundation,191162,,,
1511,casablanca american sch dod,625025,,,
1512,elk grove charter school,054063,Elk Grove Charter,061233008275,83.0
1513,early college alliance at emu,233841,Early College Alliance,268099008061,86.0
1514,academy at charlemont,220552,,,
1515,world of inquiry high school,334859,,,
1516,international baccalaureate pg,101511,,,
1517,school digital media & design,053216,Kearny Digital Media & Design,063432011145,79.0
1518,lorenzo walker technical hs,102139,LORENZO WALKER TECHNICAL HIGH SCHOOL,120033004488,86.0
1519,devry advantage academy,140562,Devry Advantage Academy High Schl,170993005790,82.0
1520,uno hector p garcia md charter,141004,,,
1521,arleta high school,050068,Arleta High,062271011652,76.0
1522,achievable dream high,471551,ACHIEVABLE DREAM MIDDLE/HIGH,510264002344,86.0
1523,claremont adult high school,300081,Claremont Middle School,330234000039,76.0
1524,harvest christian academy,525155,,,
1525,pleasant hill academy,060941,,,
1526,obama ac international studies,393642,,,
1527,catherine mcauley high school,200825,,,
1528,vista grande high school,320672,VISTA GRANDE HIGH SCHOOL,350252001021,100.0
1529,college heights christian sch,261578,,,
1530,charlotte amalie high school,550080,,,
1531,pathways charter school,052381,,,
1532,the king george school,460446,,,
1533,oklahoma christian school,371187,,,
1534,academy for urban leadership,311186,Academy for Urban Leadership Charter School,340074103050,79.0
1535,saint joseph by the sea hs,335383,,,
1536,liberty christian academy,471302,,,
1537,ss j neumann and m goretti hs,393490,,,
1538,bard hs early col newark,310901,,,
1539,classical magnet school,070306,Classical Magnet School,090192001478,100.0
1540,bishop alemany,,,,
1541,community christian school,112842,,,
1542,harborside academy,501004,Harborside Academy,550732002754,100.0
1543,la entrada high school,054133,La Entrada High,063066006103,81.0
1544,midlothian heritage hs,444751,MIDLOTHIAN HERITAGE H S,483060012896,98.0
1545,lathrop high school,054267,Lathrop High,062361012065,77.0
1546,mac arthur high school,,,,
1547,munich international school,734660,,,
1548,met sacramento,053916,,,
1549,animo venice charter hs,054069,Animo Venice Charter High,060246110848,92.0
1550,linda marquez sr hs libra acad,054644,,,
1551,star academy,050854,,,
1552,american intl sch of lusaka,649130,,,
1553,middle college at san jose cc,,,,
1554,fort zumwalt east high school,263132,FT. ZUMWALT EAST HIGH,290837002978,80.0
1555,summit public school- shasta,054815,Summit Public School: Shasta,060164813354,96.0
1556,saint benedict at auburndale,430451,,,
1557,calif virtual acad-la high sch,054646,California Virtual Academy at Kings,060188411996,71.0
1558,ogburn school,100576,,,
1559,brother martin high school,192015,,,
1560,frederick k c price iii school,051777,,,
1561,marsha stern talmudical acad,334148,,,
1562,grace preparatory academy,440228,,,
1563,atlas preparatory school,060336,,,
1564,houston academy intl studies,443597,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,482364011263,81.0
1565,faith christian school,151908,,,
1566,stuart cntry day scl sac hrt,311278,,,
1567,provo high school/eschool,450341,,,
1568,escuela sec especial cimatec,541045,,,
1569,saint paul catholic hs,070082,,,
1570,davinci acad of sci and arts,450249,,,
1571,north star charter high school,130189,NORTH STAR CHARTER SCHOOL,160017400803,91.0
1572,bishop mcnamara high school,142415,,,
1573,christopher high school,054364,Christopher High,061518012264,82.0
1574,ums wright preparatory school,011835,,,
1575,james madison high school,,,,
1576,snowy peaks high school,060034,SNOWY PEAKS JUNIOR/SENIOR HIGH SCHOOL,080681006464,77.0
1577,phoenix schools-southwest sch,443626,PHOENIX SCHOOL AT SOUTHWEST SCHOOLS,480012508252,84.0
1578,cesar chaves pub charter schoo,090206,,,
1579,aveson global leadership acad,050162,Aveson Global Leadership Academy,060218112028,95.0
1580,kempner high school,,,,
1581,colegio san ignacio de loyola,,,,
1582,pikes peak prep,996116,PIKES PEAK PREP,080002006338,100.0
1583,truman middle college hs,141331,YCCS-Truman Middle College HS,170993006517,91.0
1584,ladywood high school,232355,,,
1585,saint johns school,525202,,,
1586,prince avenue christian school,110119,,,
1587,gabriel richard high school,233193,,,
1588,escuela tlatelolco centro,,,,
1589,excelsior high school,060440,,,
1590,savannah christian prep sch,112698,,,
1591,mckinley high school,262995,,,
1592,iq academies @ wisconsin,502388,eAchieve Academy - Wisconsin,551578003380,73.0
1593,leadership public schools,053970,,,
1594,arizona agribusiness & equine,030363,,,
1595,bitney springs charter hs,052108,,,
1596,luther preparatory school,502382,,,
1597,princeton intl school math sci,311263,Princeton High School,341341003182,71.0
1598,humphreys high school,562033,,,
1599,seacoast christian academy,100777,,,
1600,young womens leadership acad,442489,,,
1601,manzanita school,050398,,,
1602,lawrence alternative hs,171689,,,
1603,francis tuttle area tech ctr,372661,,,
1604,brazosport christian school,443968,,,
1605,earl rudder high school,440959,,,
1606,ecole classique,192023,,,
1607,marriotts ridge high school,,Marriotts Ridge High,240042001437,85.0
1608,north bay haven career academy,102382,,,
1609,akron early college high sch,365166,Akron Early College High School,390434805431,95.0
1610,new roots charter school,332531,NEW ROOTS CHARTER SCHOOL,360099006102,100.0
1611,summit charter coll academy,054203,Summit Charter Academy,060657011526,90.0
1612,ohio connections academy,365769,,,
1613,saint croix preparatory acad,242449,ST. CROIX PREPARATORY ACADEMY LOWER,270036204106,79.0
1614,immaculate conception academy,543320,,,
1615,christian cottage school,061265,,,
1616,insight school of colorado,061436,,,
1617,los angeles intl charter hs,054121,Los Angeles International Charter High,060171310897,80.0
1618,lake arrowhead christian sch,053547,,,
1619,arizona conservatory arts acad,030646,Arizona Conservatory for Arts and Academics,040065303069,82.0
1620,shadow hills high school,054345,,,
1621,college station high school,441401,COLLEGE STATION H S,480735012482,83.0
1622,st vrain online global acad,060963,,,
1623,advantages online private sch,290079,,,
1624,west broward high school,102181,WEST BROWARD HIGH SCHOOL,120018007555,100.0
1625,eisenhower high school,171120,Eisenhower High School,200654002052,100.0
1626,innovation academy charter hs,222152,Innovation Academy Charter School,250002500524,90.0
1627,saint labre indian catholic hs,270030,,,
1628,premier high school- lanier,440389,,,
1629,colegio evangelico capt correa,540580,,,
1630,correspondence study school,020176,,,
1631,rockwell charter high school,450088,Rockwell Charter High School,490012501199,100.0
1632,west harrison high school,251102,WEST HARRISON HIGH SCHOOL,280177001347,100.0
1633,international studies prep aca,102334,INTERNATIONAL STUDIES PREPARATORY ACADEMY,120039007811,85.0
1634,kadena high school dod,561650,,,
1635,ray braswell high school,440018,RAY BRASWELL H S,481674013273,80.0
1636,eximius college prep academy,330493,,,
1637,rocky mountain digital academy,061201,,,
1638,west side christian academy,120171,,,
1639,highlands school,443556,,,
1640,einstein school,445581,,,
1641,helen bernstein high school,054249,Helen Bernstein High,062271012234,85.0
1642,athens christian school,110114,,,
1643,trivium prep academy,030759,,,
1644,weeki wachee high school,102283,WEEKI WACHEE HIGH SCHOOL,120081006808,100.0
1645,lourdes high school,501732,,,
1646,central catholic high school,394140,,,
1647,queens school of inquiry,331949,QUEENS SCHOOL OF INQUIRY (THE),360012205830,89.0
1648,atlantic school,100733,,,
1649,ridgeview high school,380972,Ridgeview High School,411035001820,100.0
1650,international academy macomb,230648,International Academy of Macomb,260957007865,95.0
1651,charles a tindley accelerated,151671,Charles A Tindley Accelerated Sch,180004502137,94.0
1652,academy at the lakes day sch,100922,,,
1653,nuames early college high sch,450346,,,
1654,florida preparatory academy,101659,,,
1655,syracuse high school,450418,Syracuse School,490021000147,86.0
1656,hilda l solis learning academy,054710,,,
1657,lycee international de los ang,051694,,,
1658,da vinci design high school,051216,Da Vinci Design,060197312410,71.0
1659,opportunities lrng-hermosa bch,054400,,,
1660,american community school ao,681005,,,
1661,summit public school - rainer,054621,,,
1662,eagle ridge academy,240699,EAGLE RIDGE ACADEMY LOWER SCHOOL,270036404423,75.0
1663,american intl sch of kingston,866860,,,
1664,interagency academy,481089,,,
1665,international studies charter,101983,INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,120039003977,83.0
1666,ischool high at the woodlands,447646,ISCHOOL HIGH AT THE WOODLANDS,480016312926,100.0
1667,alameda science-tech inst,050029,Alameda Science and Technology Institute,060177010547,74.0
1668,sky view academy,060739,,,
1669,class academy,310722,,,
1670,young women's prep acad,102587,YOUNG WOMENS PREPARATORY ACADEMY,120039007016,80.0
1671,benjamin o davis jr high schoo,443644,,,
1672,eagles landing christian acad,112046,,,
1673,georgia connections academy,111141,Georgia Connections Academy,130022704031,100.0
1674,central susquehanna i.u.,390948,,,
1675,basis peoria,030652,BASIS Peoria,040082903278,100.0
1676,summit academy,060502,,,
1677,northeast christian academy,443867,,,
1678,alliance patti & peter neuwirt,054218,Alliance Patti And Peter Neuwirth Leadership Academy,060236211632,71.0
1679,liberty hill high school,444160,LIBERTY HILL H S,482742003085,80.0
1680,florence high school,011126,Florence High School,010153000528,100.0
1681,veritas press scholars academy,392122,,,
1682,maize virtual preparatory sch,170008,Maize Virtual Preparatory School,200914002083,95.0
1683,pace high school,333866,PACE HIGH SCHOOL,360007705625,100.0
1684,perspectives-iit math sci acad,141367,,,
1685,low country day school,411588,,,
1686,neilson academy,051674,,,
1687,saint dominic high school,334390,,,
1688,patriot preparatory academy,365234,Patriot Preparatory Academy,390141705597,100.0
1689,laurens academy,411274,,,
1690,animo ralph bunche charter hs,054259,Animo Ralph Bunche Charter High,060189911635,93.0
1691,ocoee high school,101979,OCOEE HIGH,120144005638,74.0
1692,paragon science academy,030070,,,
1693,mining and mechanical inst,391470,,,
1694,concurrent high school diploma,,,,
1695,lake oconee academy,111496,LAKE OCONEE CHARTER,130249003570,79.0
1696,pauling academy,380898,,,
1697,saint agnes boys high school,333935,,,
1698,silver lake regional high sch,221740,Silver Lake Regional High,251083001722,93.0
1699,muhammad un of islam,141048,,,
1700,early college high school,381042,,,
1701,acalanes center for indp study,053926,Acalanes Center for Independent Study,060165010751,90.0
1702,san diego met,053909,,,
1703,cedar creek high school,310782,Cedar Creek High School,340606003115,100.0
1704,able charter school,372729,,,
1705,aaec paradise valley campus,030598,AAEC - Paradise Valley,040010601892,82.0
1706,brashier middle coll charter,410879,Brashier Middle College,450390101687,82.0
1707,anacapa school,053244,,,
1708,uplift mighty preparatory,442614,,,
1709,columbus high school,164492,West High School,193048001738,72.0
1710,westchester-emerson comm adult,051850,,,
1711,cedin laboratory school,545123,,,
