HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Index,Input.HS_CITY,Input.HS_COUNTRY,Input.HS_NAME,Input.HS_POSTAL_CD,Input.HS_STATE,Input.HS_CEEB,Input.HS_NCES,Input.HS_MATCH_NAME,Input.HS_STATE_FULL,Answer.HS_NCES,Answer.HS_NO_NCES.on,Approve,Reject
3E9ZFLPWP3VSLDJ4Q54YQ17CMH0XIW,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:02 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:02 PDT 2020, , ,3RKNTXVS3R1P4DAQK8FI0CHGYVFA45,A1VPJFCJDIXGW7,Submitted,Thu Jun 18 12:12:23 PDT 2020,Thu Jun 18 12:12:50 PDT 2020,Sun Jun 21 12:12:50 PDT 2020, , , ,27,0% (0/0),0% (0/0),0% (0/0),871,Oakley,USA,oakley school,84055,UT,450242, , ,Utah, ,true,x, 
3E9ZFLPWP3VSLDJ4Q54YQ17CMH0XIW,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:02 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:02 PDT 2020, , ,3SB5N7Y3O879FG5SN7KQKV26FED0GS,A3AJ5Z7JX7LBAW,Submitted,Thu Jun 18 12:14:00 PDT 2020,Thu Jun 18 12:14:22 PDT 2020,Sun Jun 21 12:14:22 PDT 2020, , , ,22,0% (0/0),0% (0/0),0% (0/0),871,Oakley,USA,oakley school,84055,UT,450242, , ,Utah, ,true,x, 
3E9ZFLPWP3VSLDJ4Q54YQ17CMH1IXI,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:25 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:25 PDT 2020, , ,34PGFRQONTECE8WEOKYEO33Q8BCWJX,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:25:57 PDT 2020,Thu Jun 18 12:26:01 PDT 2020,Sun Jun 21 12:26:01 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),840,Hopkinsville,USA,university heights academy,42240,KY,181211, , ,Kentucky, ,true, ,x
3E9ZFLPWP3VSLDJ4Q54YQ17CMH1IXI,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:25 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:25 PDT 2020, , ,34Q075JO12GCB1FP5OZND8Y0DPZ10Y,AAHPYD3M7T84Y,Submitted,Thu Jun 18 12:28:26 PDT 2020,Thu Jun 18 12:28:35 PDT 2020,Sun Jun 21 12:28:35 PDT 2020, , , ,9,0% (0/0),0% (0/0),0% (0/0),840,Hopkinsville,USA,university heights academy,42240,KY,181211, , ,Kentucky, ,true,x, 
3E9ZFLPWP3VSLDJ4Q54YQ17CMH1IXI,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:25 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:25 PDT 2020, , ,3HHRAGRYXD8F3NA3BMGRIFC194Y9O0,A1Q890R4148O5G,Submitted,Thu Jun 18 12:15:05 PDT 2020,Thu Jun 18 12:15:08 PDT 2020,Sun Jun 21 12:15:08 PDT 2020, , , ,3,0% (0/0),0% (0/0),0% (0/0),840,Hopkinsville,USA,university heights academy,42240,KY,181211, , ,Kentucky, ,true, ,x
3E9ZFLPWP3VSLDJ4Q54YQ17CMH1IXI,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:25 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:25 PDT 2020, , ,3UXUOQ9OKJ0MN0S9M6DP3O1QPXAA7U,A1ENE99INLYD1G,Submitted,Thu Jun 18 12:26:47 PDT 2020,Thu Jun 18 12:27:05 PDT 2020,Sun Jun 21 12:27:05 PDT 2020, , , ,18,0% (0/0),0% (0/0),0% (0/0),840,Hopkinsville,USA,university heights academy,42240,KY,181211, , ,Kentucky, ,true,x, 
3EAWOID6NY0PATXTM0EAWCAVKCBV0W,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:05 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:05 PDT 2020, , ,3A1COHJ8NOY5X1562HFNYAKPDCYH8R,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:02:41 PDT 2020,Thu Jun 18 12:02:45 PDT 2020,Sun Jun 21 12:02:45 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),522,Boca Raton,USA,boca raton preparatory school,33428,FL,100164, , ,Florida, ,true, ,x
3EAWOID6NY0PATXTM0EAWCAVKCBV0W,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:05 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:05 PDT 2020, , ,3E13VNJ1NSYNIWW59EOTJCYWZJ8I12,A17LA7KM9S0SCS,Submitted,Thu Jun 18 12:07:00 PDT 2020,Thu Jun 18 12:10:21 PDT 2020,Sun Jun 21 12:10:21 PDT 2020, , , ,201,0% (0/0),0% (0/0),0% (0/0),522,Boca Raton,USA,boca raton preparatory school,33428,FL,100164, , ,Florida, ,true, ,x
3EAWOID6NY0PATXTM0EAWCAVKCBV0W,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:05 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:05 PDT 2020, , ,3I02618YA59V8FA7OXOX3B45WU0PUK,A24UW5LJPVNWA9,Submitted,Thu Jun 18 12:03:54 PDT 2020,Thu Jun 18 12:05:12 PDT 2020,Sun Jun 21 12:05:12 PDT 2020, , , ,78,0% (0/0),0% (0/0),0% (0/0),522,Boca Raton,USA,boca raton preparatory school,33428,FL,100164, , ,Florida,A9901157,false,x, 
3EAWOID6NY0PATXTM0EAWCAVKCBV0W,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:05 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:05 PDT 2020, , ,3WMINLGALG6SZHN5DNL0JAT4Q8TACF,AFS1T34U5DMYF,Submitted,Thu Jun 18 12:03:00 PDT 2020,Thu Jun 18 12:03:36 PDT 2020,Sun Jun 21 12:03:36 PDT 2020, , , ,36,0% (0/0),0% (0/0),0% (0/0),522,Boca Raton,USA,boca raton preparatory school,33428,FL,100164, , ,Florida,A9901157,false,x, 
3EAWOID6NY0PATXTM0EAWCAVKCC0V2,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:19 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:19 PDT 2020, , ,35L9RVQFCTL3VYCJ5KGSU22EA3WHUD,A20ZKLBL9XI3XP,Submitted,Thu Jun 18 12:22:11 PDT 2020,Thu Jun 18 12:22:30 PDT 2020,Sun Jun 21 12:22:30 PDT 2020, , , ,19,0% (0/0),0% (0/0),0% (0/0),312,Pueblo,USA,aim global,81003,CO, , , ,Colorado,080525006678,false,x, 
3EAWOID6NY0PATXTM0EAWCAVKCC0V2,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:19 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:19 PDT 2020, , ,39GAF6DQWW3S42G58LNCY1OQ7L81VM,A1FYJYV4GBFELD,Submitted,Thu Jun 18 12:17:17 PDT 2020,Thu Jun 18 12:18:09 PDT 2020,Sun Jun 21 12:18:09 PDT 2020, , , ,52,0% (0/0),0% (0/0),0% (0/0),312,Pueblo,USA,aim global,81003,CO, , , ,Colorado,080525006678,false,x, 
3EAWOID6NY0PATXTM0EAWCAVKCC0V2,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:19 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:19 PDT 2020, , ,3EA3QWIZ4NYORG8EBX83PIHRR21ITD,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:13:29 PDT 2020,Thu Jun 18 12:13:33 PDT 2020,Sun Jun 21 12:13:33 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),312,Pueblo,USA,aim global,81003,CO, , , ,Colorado, ,true, ,x
3EAWOID6NY0PATXTM0EAWCAVKCC0V2,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:19 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:19 PDT 2020, , ,3OXV7EAXLJT3ZFFJUHTNA2NOOCY36S,A3S6PT01MUIVYY,Submitted,Thu Jun 18 12:27:27 PDT 2020,Thu Jun 18 12:29:09 PDT 2020,Sun Jun 21 12:29:09 PDT 2020, , , ,102,0% (0/0),0% (0/0),0% (0/0),312,Pueblo,USA,aim global,81003,CO, , , ,Colorado, ,true,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHYIZE,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:36 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:36 PDT 2020, , ,33TIN5LC09DRX1E5H9PPK6A3NEW9YA,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:12:14 PDT 2020,Thu Jun 18 12:12:18 PDT 2020,Sun Jun 21 12:12:18 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),551,Miami,USA,american school-headmaster,33122,FL,935050, , ,Florida, ,true, ,x
3ECKRY5B2VZHQ8JJRNSJNMNNUHYIZE,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:36 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:36 PDT 2020, , ,3GA6AFUKOTRJW4Z0Q0KR7TCEXQ8H31,A17LA7KM9S0SCS,Submitted,Thu Jun 18 12:08:52 PDT 2020,Thu Jun 18 12:13:18 PDT 2020,Sun Jun 21 12:13:18 PDT 2020, , , ,266,0% (0/0),0% (0/0),0% (0/0),551,Miami,USA,american school-headmaster,33122,FL,935050, , ,Florida, ,true, ,x
3ECKRY5B2VZHQ8JJRNSJNMNNUHYIZE,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:36 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:36 PDT 2020, , ,3K3R2QNK8G6AGSU078S0HL4QRQ79UY,AWJ0LF6A0LXJN,Submitted,Thu Jun 18 11:23:13 PDT 2020,Thu Jun 18 11:49:51 PDT 2020,Sun Jun 21 11:49:51 PDT 2020, , , ,1598,0% (0/0),0% (0/0),0% (0/0),551,Miami,USA,american school-headmaster,33122,FL,935050, , ,Florida, ,true, ,x
3ECKRY5B2VZHQ8JJRNSJNMNNUHYIZE,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:36 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:36 PDT 2020, , ,3STRJBFXO1UFXBY2B0TF2YW4J6GTKP,A2DDPSXH2X96RF,Submitted,Thu Jun 18 11:39:18 PDT 2020,Thu Jun 18 11:56:41 PDT 2020,Sun Jun 21 11:56:41 PDT 2020, , , ,1043,0% (0/0),0% (0/0),0% (0/0),551,Miami,USA,american school-headmaster,33122,FL,935050, , ,Florida, ,true,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHYZIV,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:58 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:58 PDT 2020, , ,32Z9ZLUT1QN8ITSM9Y4JVWAPSH6OH5,AYNDM4LEISPXZ,Submitted,Thu Jun 18 12:16:56 PDT 2020,Thu Jun 18 12:42:47 PDT 2020,Sun Jun 21 12:42:47 PDT 2020, , , ,1551,0% (0/0),0% (0/0),0% (0/0),1239,Kalaheo,USA,west side christian academy,96741,HI,120171, , ,Hawaii, ,true,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHYZIV,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:58 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:58 PDT 2020, , ,3OVR4I9USUMHRTH794C4QCWL2D34Q8,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:17:34 PDT 2020,Thu Jun 18 12:17:38 PDT 2020,Sun Jun 21 12:17:38 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),1239,Kalaheo,USA,west side christian academy,96741,HI,120171, , ,Hawaii, ,true, ,x
3ECKRY5B2VZHQ8JJRNSJNMNNUHYZIV,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:58 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:58 PDT 2020, , ,3TAYZSBPLQBJ1VHXXUILSXEO0NM2ST,A1Q890R4148O5G,Submitted,Thu Jun 18 11:57:56 PDT 2020,Thu Jun 18 11:58:14 PDT 2020,Sun Jun 21 11:58:14 PDT 2020, , , ,18,0% (0/0),0% (0/0),0% (0/0),1239,Kalaheo,USA,west side christian academy,96741,HI,120171, , ,Hawaii, ,true, ,x
3ECKRY5B2VZHQ8JJRNSJNMNNUHYZIV,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:58 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:58 PDT 2020, , ,3Y9N9SS8L3E2KOUY4411G8XG5YGD3P,AAHPYD3M7T84Y,Submitted,Thu Jun 18 12:12:51 PDT 2020,Thu Jun 18 12:13:29 PDT 2020,Sun Jun 21 12:13:29 PDT 2020, , , ,38,0% (0/0),0% (0/0),0% (0/0),1239,Kalaheo,USA,west side christian academy,96741,HI,120171, , ,Hawaii, ,true,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHZIZF,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:26 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:26 PDT 2020, , ,3KXIR214I9J0ZAFM7TM3UUYIM7R24U,A1TIO97G4K0ZFF,Submitted,Thu Jun 18 12:23:12 PDT 2020,Thu Jun 18 13:18:12 PDT 2020,Sun Jun 21 13:18:12 PDT 2020, , , ,3300,0% (0/0),0% (0/0),0% (0/0),216,Castle Rock,USA,edcsd colorado cyber school,80104,CO,060190, , ,Colorado, ,true,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHZIZF,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:26 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:26 PDT 2020, , ,3LO69W1SU8GMCCUEC069IFUUICQLGO,A1VPJFCJDIXGW7,Submitted,Thu Jun 18 12:22:31 PDT 2020,Thu Jun 18 12:57:29 PDT 2020,Sun Jun 21 12:57:29 PDT 2020, , , ,2098,0% (0/0),0% (0/0),0% (0/0),216,Castle Rock,USA,edcsd colorado cyber school,80104,CO,060190, , ,Colorado,080345006372,false,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHZIZF,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:26 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:26 PDT 2020, , ,3TE3O85735B70GHKI5IG2N9SELB2RD,A9W67TXQTU3RY,Submitted,Thu Jun 18 12:23:38 PDT 2020,Thu Jun 18 12:26:04 PDT 2020,Sun Jun 21 12:26:04 PDT 2020, , , ,146,0% (0/0),0% (0/0),0% (0/0),216,Castle Rock,USA,edcsd colorado cyber school,80104,CO,060190, , ,Colorado,080345006372,false,x, 
3ECKRY5B2VZHQ8JJRNSJNMNNUHZIZF,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:26 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:26 PDT 2020, , ,3X66WABAJ1L5W84P6U29MT0DIQ03GT,AWJ0LF6A0LXJN,Submitted,Thu Jun 18 12:22:12 PDT 2020,Thu Jun 18 12:47:05 PDT 2020,Sun Jun 21 12:47:05 PDT 2020, , , ,1493,0% (0/0),0% (0/0),0% (0/0),216,Castle Rock,USA,edcsd colorado cyber school,80104,CO,060190, , ,Colorado, ,true, ,x
3EFNPKWBNXR5YKVA2Q84DHICTSJ035,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:08 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:08 PDT 2020, , ,31UV0MXWNVFM6EXOA1Q5M2BDBZDI5K,A17LA7KM9S0SCS,Submitted,Thu Jun 18 12:07:03 PDT 2020,Thu Jun 18 12:10:32 PDT 2020,Sun Jun 21 12:10:32 PDT 2020, , , ,209,0% (0/0),0% (0/0),0% (0/0),1045,Washington,USA,saint anselms abbey school,20017,DC,090155, , ,District of Columbia, ,true, ,x
3EFNPKWBNXR5YKVA2Q84DHICTSJ035,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:08 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:08 PDT 2020, , ,3MMN5BL1W475OI0BHX04ZYKAEC9M3H,A3C8JI69WPTKWH,Submitted,Thu Jun 18 12:16:50 PDT 2020,Thu Jun 18 12:17:54 PDT 2020,Sun Jun 21 12:17:54 PDT 2020, , , ,64,0% (0/0),0% (0/0),0% (0/0),1045,Washington,USA,saint anselms abbey school,20017,DC,090155, , ,District of Columbia, ,true,x, 
3EFNPKWBNXR5YKVA2Q84DHICTSJ035,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:08 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:08 PDT 2020, , ,3SKRO2GZ76UEORMT9H95WSD9RN3K1L,A1PPJJHOPZQ3E5,Submitted,Thu Jun 18 12:23:54 PDT 2020,Thu Jun 18 13:00:24 PDT 2020,Sun Jun 21 13:00:24 PDT 2020, , , ,2190,0% (0/0),0% (0/0),0% (0/0),1045,Washington,USA,saint anselms abbey school,20017,DC,090155, , ,District of Columbia,A0500919,false,x, 
3EFNPKWBNXR5YKVA2Q84DHICTSJ035,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:08 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:08 PDT 2020, , ,3SPJ0334266G3DRE3LG290O6JJCJYJ,A1ZGOZQF2VZ0X9,Submitted,Thu Jun 18 12:23:52 PDT 2020,Thu Jun 18 12:37:41 PDT 2020,Sun Jun 21 12:37:41 PDT 2020, , , ,829,0% (0/0),0% (0/0),0% (0/0),1045,Washington,USA,saint anselms abbey school,20017,DC,090155, , ,District of Columbia, ,true,x, 
3EFNPKWBNXR5YKVA2Q84DHICTSJ308,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3AQF3RZ55DLYFRVCECUPBBCLR2W6FX,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:06:03 PDT 2020,Thu Jun 18 12:06:07 PDT 2020,Sun Jun 21 12:06:07 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),1216,Camp Hill,USA,lyman ward military academy,36850,AL,010583, , ,Alabama, ,true, ,x
3EFNPKWBNXR5YKVA2Q84DHICTSJ308,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3L70J4KAZLP249TJDJGB3GBMB87DAK,A1HCNHXMO28NAW,Submitted,Thu Jun 18 12:09:54 PDT 2020,Thu Jun 18 12:10:43 PDT 2020,Sun Jun 21 12:10:43 PDT 2020, , , ,49,0% (0/0),0% (0/0),0% (0/0),1216,Camp Hill,USA,lyman ward military academy,36850,AL,010583, , ,Alabama, ,true,x, 
3EFNPKWBNXR5YKVA2Q84DHICTSJ308,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3LEIZ60CDO2R2ROADVR8YDJ5T80Z9R,AXG2QCW21F3S7,Submitted,Thu Jun 18 12:14:56 PDT 2020,Thu Jun 18 12:16:00 PDT 2020,Sun Jun 21 12:16:00 PDT 2020, , , ,64,0% (0/0),0% (0/0),0% (0/0),1216,Camp Hill,USA,lyman ward military academy,36850,AL,010583, , ,Alabama, ,true,x, 
3EFNPKWBNXR5YKVA2Q84DHICTSJ308,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3LOZAJ85YIGRXC3WR4O8R5VGF2S2X5,A1CQV7HYUMH4X,Submitted,Thu Jun 18 12:10:29 PDT 2020,Thu Jun 18 12:11:01 PDT 2020,Sun Jun 21 12:11:01 PDT 2020, , , ,32,0% (0/0),0% (0/0),0% (0/0),1216,Camp Hill,USA,lyman ward military academy,36850,AL,010583, , ,Alabama, ,true,x, 
